strain,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_stable_ID,Gene_name,Gene_description,NCBI_gene_ID
AM140,1.99161063255942,0.575837154089236,3.45863516866921,5.4291977169352e-4,0.00710645606869309,WBGene00007218,C01A2.6,?,182051
AM140,1.98628641069741,0.19967936103213,9.94737964119287,2.58910725543706e-23,1.82100543632407e-20,WBGene00000560,cnc-6,CaeNaCin_(Caenorhabditis_bacteriocin),175324
AM140,1.9765412438985,0.13813270405729,14.3090027621462,1.92250338251875e-46,6.76080356185762e-43,WBGene00007682,C18D11.6,?,259533
AM140,1.94764577502972,0.682269687134792,2.85465676074355,0.00430833636642631,0.0358959990645108,WBGene00000691,col-117,COLlagen,177694;177695
AM140,1.94449668899058,0.24503355818263,7.93563421848239,2.09422376107595e-15,4.90979126207805e-13,WBGene00009963,fipr-26,FIP_(Fungus-Induced_Protein)_Related,172708
AM140,1.92391403760281,0.387491379456361,4.96504990717989,6.86834053695781e-7,2.46465961445255e-5,WBGene00022713,ZK355.3,?,191298
AM140,1.89580664131743,0.590863601350904,3.20853516273977,0.00133412994392865,0.0144805256259745,WBGene00009029,F21H7.3,?,259671
AM140,1.88506998618451,0.621025259030838,3.03541596540907,0.00240204150637273,0.0228302143173264,WBGene00000740,col-167,COLlagen,180907
AM140,1.87532011557851,0.61532395005041,3.04769563321057,0.00230603367197947,0.0222179499903045,WBGene00015841,skpo-2,ShK_domain_and_PerOxidase_domain_containing_protein,173686
AM140,1.86641569482765,0.323244158131791,5.77401214492079,7.74058538073705e-9,4.69328596360781e-7,WBGene00017841,F26G1.5,?,173823
AM140,1.85802256105511,0.642418307925239,2.89223164740712,0.00382515799901656,0.0327826294797926,WBGene00044113,C54F6.15,?,3565380
AM140,1.84370841344755,0.651299800858916,2.83081372206183,0.00464297529205244,0.0379716196365529,WBGene00015220,B0507.3,?,179254
AM140,1.83247376935486,0.16536728833791,11.0812349151569,1.54723623416619e-28,2.04041778380667e-25,WBGene00003096,lys-7,LYSozyme,178772
AM140,1.82839435768901,0.222980245615544,8.1998042142328,2.40778853343249e-16,6.68478132308231e-14,WBGene00003879,ora-1,Onchocerca_Related_Antigen_family,191739
AM140,1.81793536768295,0.343997939287459,5.28472749414877,1.25892015297334e-7,5.33397896139308e-6,WBGene00019662,K11H12.6,?,187313
AM140,1.81128369431669,0.335795221506681,5.39401271462302,6.89013393209545e-8,3.21641207892066e-6,WBGene00018297,F41F3.3,?,178856
AM140,1.80694249172924,0.66405345655504,2.7210798677312,0.00650690383401044,0.0482755523550001,WBGene00008496,F01D5.6,?,175050
AM140,1.77822544459811,0.165472237908275,10.7463672884138,6.16417413093673e-27,6.50320370813825e-24,WBGene00015046,nlp-34,Neuropeptide-Like_Protein,259618
AM140,1.77483767700637,0.624509972321667,2.84196851238142,0.0044835919594707,0.0370124375371016,WBGene00011530,T06D8.10,?,174717
AM140,1.76179035115288,0.625419750414307,2.81697268112462,0.00484786490261424,0.0393422882481386,WBGene00013536,Y73F8A.32,?,190688
AM140,1.73968757927433,0.581544336483757,2.99149603931002,0.0027761413940883,0.0255334603039489,WBGene00013215,Y54G11A.4,?,190295
AM140,1.73205558982985,0.288896204663858,5.99542521455123,2.02953680254638e-9,1.38139440431383e-7,WBGene00018601,F48C1.9,?,266832
AM140,1.73185412236917,0.632086087980687,2.73990229385034,0.00614574512989782,0.0463313505653131,WBGene00000555,cnc-1,CaeNaCin_(Caenorhabditis_bacteriocin),187726
AM140,1.71319905887238,0.306016809352734,5.59838220160528,2.16361340113636e-8,1.14704127547681e-6,WBGene00086560,ZK355.8,?,7040126
AM140,1.69024136204093,0.340784199469734,4.95985836394696,7.05445954676468e-7,2.52286604130059e-5,WBGene00012255,lpr-6,LiPocalin-Related_protein,181296
AM140,1.68202961175485,0.16682835649363,10.0823963450067,6.6094180327568e-24,4.9806685889703e-21,WBGene00012212,W02D9.6,?,189121
AM140,1.66928347273643,0.434424885550407,3.8425134661001,1.21780730163964e-4,0.00206225795060966,WBGene00013013,clec-145,C-type_LECtin,175003
AM140,1.64752270671938,0.280715605416961,5.86901004050785,4.38404890487e-9,2.73678792582122e-7,WBGene00001699,grd-10,GRounDhog_(hedgehog-like_family),184239
AM140,1.64483641361845,0.378145664990405,4.34974287926897,1.36297249073567e-5,3.1883281102575e-4,WBGene00013515,Y73F4A.2,DOMON_domain-containing_protein_Y73F4A.2,177722
AM140,1.64416648494791,0.288113899939377,5.70665450467285,1.15218320268119e-8,6.67981729128297e-7,WBGene00005005,spp-20,SaPosin-like_Protein_family,186973
AM140,1.63922773199614,0.225210663573226,7.27864172143498,3.37197879043077e-13,4.9408855887562e-11,WBGene00011833,T19B10.5,?,179553
AM140,1.62744131475623,0.16909992544633,9.62413975322986,6.32337978669716e-22,3.70620315275861e-19,WBGene00007315,C04H5.7,?,175115
AM140,1.6238200810626,0.211332271178548,7.68372985350015,1.54522335946381e-14,3.13384050264181e-12,WBGene00009982,F53F1.4,?,179822
AM140,1.62331511422549,0.237836541654881,6.82533938195689,8.77176942215489e-12,9.54042962925094e-10,WBGene00019592,K09F6.9,?,173585
AM140,1.62232003385956,0.38086487186567197,4.25956856013685,2.04821868314897e-5,4.49245470004609e-4,WBGene00002090,ins-7,Probable_insulin-like_peptide_beta-type_4,191688
AM140,1.61909500919606,0.514896721358771,3.14450440648253,0.0016636840579434,0.0171908587769862,WBGene00195143,C16D2.2,?,13186373
AM140,1.61591619256595,0.257590864347933,6.27318906148509,3.53726948158238e-10,2.80587917524016e-8,WBGene00014173,ZK970.7,?,191473
AM140,1.60185082146181,0.298061931657651,5.37422143295262,7.69142905521729e-8,3.53520139428719e-6,WBGene00001478,fmo-3,Dimethylaniline_monooxygenase,176491
AM140,1.58706239309252,0.584149056602118,2.71687915122923,0.00659006653539448,0.048823877772761,WBGene00007992,fipr-24,FIP_(Fungus-Induced_Protein)_Related,183286
AM140,1.58409882256053,0.493217437743323,3.211765646017,0.0013192194253226,0.0143630185109942,WBGene00017438,F13H8.5,?,174035
AM140,1.57678854912602,0.366749538742009,4.2993606877723,1.71291507711456e-5,3.83678430224175e-4,WBGene00044623,bus-8,Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein,180821
AM140,1.57554656314172,0.20024903248644,7.86793595743547,3.6054005038433e-15,7.92436985740559e-13,WBGene00010236,F58B4.3,?,186495
AM140,1.5376747703807,0.281361740044895,5.46511679283524,4.62602119985449e-8,2.28058521768527e-6,WBGene00000373,cyp-14A5,CYtochrome_P450_family,178926
AM140,1.5212717319064,0.311631244789861,4.88164058431376,1.05206879131142e-6,3.58042766075338e-5,WBGene00006539,tbb-6,"TuBulin,_Beta",179680
AM140,1.52041002640114,0.298502781290839,5.09345346742267,3.51599375641922e-7,1.36877247712999e-5,WBGene00001702,grd-13,GRounDhog_(hedgehog-like_family),3565619
AM140,1.51730101669741,0.280734723994998,5.40475006121595,6.48988249468712e-8,3.07032557484077e-6,WBGene00016450,clec-5,C-type_LECtin,175652
AM140,1.5031977468668,0.444948566092273,3.37836294219019,7.29187711186055e-4,0.00905050629766222,WBGene00015694,ugt-27,UDP-glucuronosyltransferase,182508
AM140,1.49475858162064,0.441219514227361,3.38778892007572,7.04584654298519e-4,0.00877611346263208,WBGene00020703,T22F7.4,?,188758
AM140,1.47830849250573,0.385678487255415,3.83300739179348,1.26586148282887e-4,0.00213336080572597,WBGene00018487,F46C8.8,?,181015
AM140,1.4711528585545,0.432648727230568,3.40034019739643,6.73020620551077e-4,0.00842913188808793,WBGene00016628,slc-36.5,SLC_(SoLute_Carrier)_homolog,174125
AM140,1.46659770202064,0.338286634518888,4.33536992706329,1.45515200171296e-5,3.33735948218952e-4,WBGene00007097,B0024.4,?,179432
AM140,1.43186340176729,0.488804786244892,2.92931542828617,0.00339709497070098,0.0297916474986661,WBGene00003528,nas-9,Zinc_metalloproteinase_nas-9,178875
AM140,1.42886167464533,0.451760859419395,3.16287178238883,0.00156221119400594,0.0164484312342941,WBGene00020527,T15B7.15,?,179074
AM140,1.42449619075631,0.499811570556916,2.85006645438213,0.00437100954539531,0.0361991683736802,WBGene00015339,C02E7.6,?,178885
AM140,1.41253527977743,0.25941107031529,5.44516191256074,5.17582833043186e-8,2.52280571175175e-6,WBGene00045414,T19H5.7,?,6418635
AM140,1.4035543999359,0.3228505803392,4.34738075570833,1.37772929620509e-5,3.19451518131071e-4,WBGene00012257,lpr-4,LiPocalin-Related_protein,181298
AM140,1.37707770733041,0.186173854667893,7.39672984580418,1.39579108489296e-13,2.26547629932627e-11,WBGene00000558,cnc-4,CaeNaCin_(Caenorhabditis_bacteriocin),178635
AM140,1.37664341557986,0.242546449820198,5.6757928908066,1.3804772059173e-8,7.74682687363166e-7,WBGene00021321,Y34B4A.5,?,180797
AM140,1.36281573985372,0.440974395586319,3.09046455643241,0.00199843654600967,0.0197967188360582,WBGene00015523,ztf-30,Zinc_finger_transcription_factor_family_protein_30,182317
AM140,1.35872822702986,0.462213822609378,2.93960967969177,0.00328625938253581,0.0291589877928956,WBGene00202514,T09F5.20,?,13216825
AM140,1.33420814298401,0.49198207305874597,2.71190398196622,0.0066897967910803,0.0493547945076204,WBGene00011590,bus-19,?,179766
AM140,1.32900848697652,0.286648579635216,4.63636864577452,3.54583345966506e-6,1.02209133878323e-4,WBGene00194658,R09E10.13,?,13197764
AM140,1.32760625481597,0.130275467742344,10.1907617590879,2.18048870428126e-24,1.91701298584727e-21,WBGene00013392,Y62H9A.4,?,190461
AM140,1.32618110498676,0.442428561935004,2.99750336910116,0.00272200850014033,0.0251024385283921,WBGene00010747,K10D11.3,?,187268
AM140,1.32549647359272,0.473684397091002,2.79826923101727,0.00513772678208906,0.0410940239204242,WBGene00020497,T14A8.2,?,188490
AM140,1.30901180129532,0.209085181116043,6.26066273232832,3.83344802468135e-10,3.01812512390957e-8,WBGene00011979,T24B8.5,?,188838
AM140,1.30048764795947,0.136206114336956,9.54793882998699,1.32302224791165e-21,6.64661176927044e-19,WBGene00008390,D1086.3,?,179907
AM140,1.2959014462559,0.400700707111431,3.23408824406072,0.00122031744123712,0.0134809937225671,WBGene00022592,klu-2,KLUmpfuss_related,172339
AM140,1.28896073068901,0.295653678357268,4.35969793391653,1.30242101723369e-5,3.07394669615558e-4,WBGene00017485,F15E6.4,?,177193
AM140,1.28480066315615,0.273950501809468,4.68990074728801,2.73337602391247e-6,8.26278425566663e-5,WBGene00018969,F56D3.1,?,173750
AM140,1.28293710114486,0.204300859038519,6.2796461413947,3.39344488031047e-10,2.71218511267238e-8,WBGene00235164,K09F6.13,?,24104743
AM140,1.24919256087059,0.13930575322652,8.96727186018893,3.03949221561315e-19,1.14523724552567e-16,WBGene00013391,Y62H9A.3,?,181363
AM140,1.24429066065272,0.215794434535228,5.76609245429633,8.11305640616236e-9,4.89101400485788e-7,WBGene00045416,Y37H2A.14,?,6418795
AM140,1.24313372135591,0.305196058567884,4.07322993353599,4.63656089069853e-5,9.08173089565289e-4,WBGene00007414,C07E3.3,?,174601
AM140,1.23190874410851,0.425441747652121,2.89559910588706,0.00378435512147835,0.0325121714426682,WBGene00185005,T03F6.10,?,13191756
AM140,1.22570085841659,0.397910802878001,3.08034074358213,0.00206763897130122,0.0203674987369075,WBGene00019908,R05H11.2,?,353418
AM140,1.22398774580246,0.284684296180194,4.29945649347558,1.7121748187839e-5,3.83678430224175e-4,WBGene00020862,fip-2,Fungus-Induced_Protein,179283
AM140,1.22198411501437,0.19316581636617,6.32608883912437,2.51453082820632e-10,2.05645738275788e-8,WBGene00011831,T19B10.2,?,179551
AM140,1.22009117753816,0.167706473907896,7.27515849035278,3.46013971914711e-13,5.00061288178109e-11,WBGene00044212,Y68A4A.13,?,3564815
AM140,1.21548195553034,0.230276422558989,5.27836042449795,1.30344893513147e-7,5.45689931176072e-6,WBGene00020472,lips-11,LIPaSe_related,188467
AM140,1.21070791359093,0.127950703748505,9.46229976171643,3.0124354458278e-21,1.3817910414558e-18,WBGene00017970,F32A5.4,?,174188
AM140,1.20071126678085,0.337698528213443,3.55557151265386,3.77158336369366e-4,0.00524245118405376,WBGene00010931,M162.5,?,180300
AM140,1.19374740307708,0.316626036040528,3.77021238684325,1.63108679530509e-4,0.00261901445003506,WBGene00002113,ins-30,INSulin_related,173267
AM140,1.18329922158135,0.341441087472049,3.46560289607273,5.2904404308512e-4,0.00695936989345139,WBGene00021976,Y58A7A.2,?,190382
AM140,1.169342713131,0.170366173281413,6.86370240411204,6.70983404432246e-12,7.4514472808002e-10,WBGene00007153,clec-41,C-type_LECtin,179797
AM140,1.16129418652996,0.196640619969522,5.90566784578871,3.51220986583459e-9,2.2732401278868e-7,WBGene00020473,lips-12,LIPaSe_related,188468
AM140,1.14414959906542,0.28064780097388897,4.07681654762679,4.56564859238335e-5,8.97416962850686e-4,WBGene00020561,T19C3.3,?,188586
AM140,1.13995310135421,0.264918890082868,4.30302686606316,1.68480411133059e-5,3.78991116727883e-4,WBGene00044646,B0205.14,?,4363000
AM140,1.13465744688104,0.126467674293964,8.971916762252,2.91398590102512e-19,1.13861300947463e-16,WBGene00044206,T26H5.9,?,3564973
AM140,1.1330923150449,0.361089238020933,3.13798417603134,0.00170114060462086,0.0174582036758269,WBGene00022562,ZC204.12,?,173536
AM140,1.13179473865744,0.172678221615998,6.55435716250497,5.5882074191214e-11,5.17154283085357e-9,WBGene00008741,F13D12.6,Uncharacterized_serine_carboxypeptidase_F13S12.6,174802
AM140,1.1202962478007,0.27038432720974,4.14334757994931,3.42272584289666e-5,6.99801504700771e-4,WBGene00003754,nlp-16,Neuropeptide-Like_Protein,177387
AM140,1.10759004051057,0.266840421078645,4.15075810491296,3.3137584359328e-5,6.8015858947648e-4,WBGene00007440,C08E8.4,?,182409
AM140,1.09949737462407,0.387293810482958,2.83892317631669,0.00452660535630333,0.0372509255140407,WBGene00016846,C50F7.6,?,177553
AM140,1.09943418625509,0.33928736451397,3.2404218407309,0.00119352987226624,0.0132824263211064,WBGene00012256,lpr-5,LiPocalin-Related_protein,181297
AM140,1.0976835839457,0.182670517128266,6.00909003380626,1.86567501932504e-9,1.29492575354468e-7,WBGene00015110,B0281.3,?,181897
AM140,1.09360212113031,0.390189825786229,2.80274381559465,0.00506699006624706,0.0407134388415129,WBGene00021002,W03F9.4,?,178543
AM140,1.09137439033724,0.2696629751633,4.04717922316304,5.18385501281234e-5,9.94357643366731e-4,WBGene00044471,F56D6.9,?,3896765
AM140,1.08181966138954,0.315721303432238,3.4265019484874,6.1140937517656e-4,0.00781862897953056,WBGene00006321,sup-12,SUPpressor,180674
AM140,1.08126730747307,0.134187361705577,8.05789229126882,7.7621164911453e-16,1.99732509711178e-13,WBGene00044773,C08A9.10,?,4363132
AM140,1.08036986767969,0.347681135465134,3.10735831621795,0.00188767446411451,0.0189485876274102,WBGene00018990,klf-1,Kruppel-Like_Factor_(zinc_finger_protein),175404
AM140,1.07563867013068,0.196532213325159,5.47309090928038,4.42253089267124e-8,2.20083494894725e-6,WBGene00010065,F54F7.3,?,181361
AM140,1.07441711216224,0.249249695650817,4.31060551290474,1.62808121580279e-5,3.67014034758963e-4,WBGene00001456,flp-13,FMRFamide-like_neuropeptides_13_SDRPTRAMDSPLIRF-amide_AMDSPLIRF-amide_AADGAPLIRF-amide_1_APEASPFIRF-amide_1_AADGAPLIRF-amide_2_APEASPFIRF-amide_2_ASPSAPLIRF-amide_SPSAVPLIRF-amide_SAAAPLIRF-amide_ASSAPLIRF-amide,177547
AM140,1.07434803768383,0.209797447387983,5.12088231320096,3.04109400314825e-7,1.19269671870684e-5,WBGene00016218,C29F9.3,?,3565025
AM140,1.07428065377661,0.289842499228388,3.70642903175531,0.00021020210184993101,0.0032374192328712,WBGene00008988,F20G2.5,?,184745
AM140,1.06932945539034,0.23968644059026,4.46136816399362,8.14380408250372e-6,2.08031799201971e-4,WBGene00016180,C28C12.4,?,182978
AM140,1.0672713351122,0.318986735215168,3.3458172936009,8.2040434765077e-4,0.0099030501918943,WBGene00000556,cnc-2,CaeNaCin_(Caenorhabditis_bacteriocin),178637
AM140,1.0529549897457,0.213137537234299,4.9402606570808,7.80182056910797e-7,2.75281628776218e-5,WBGene00045268,ttr-42,TransThyretin-Related_family_domain,6418853
AM140,1.04337759710951,0.370087049937073,2.81927616026262,0.00481320881203414,0.0390911108290686,WBGene00022490,Y119D3B.13,?,175283
AM140,1.04291670394554,0.376562072241503,2.7695744760951,0.00561295702023272,0.0437023590874208,WBGene00008199,C49C3.9,?,178519
AM140,1.0420287944112,0.272012474822395,3.83081252097564,1.27720796779042e-4,0.00214562803506193,WBGene00044772,T23E7.6,?,4363117
AM140,1.03643690969812,0.203601636376079,5.09051365276692,3.57094858361506e-7,1.38505542489481e-5,WBGene00015216,valv-1,?,182010
AM140,1.03374756319727,0.322690492040687,3.20352656398357,0.00135755515557165,0.0146144968278377,WBGene00009408,F35C12.3,?,185275
AM140,1.03321584074026,0.263555800393741,3.92029254980041,8.84415401274448e-5,0.00156816512326814,WBGene00001387,far-3,Fatty_Acid/Retinol_binding_protein,179785
AM140,1.01934832758482,0.366204698040617,2.78354792562426,0.00537679182832238,0.0423638191103817,WBGene00010660,K08D8.6,?,178241
AM140,1.0127025764668,0.368536123881365,2.74790586551237,0.00599772260565512,0.0455389330827982,WBGene00002252,lat-2,Latrophilin-like_protein_LAT-2,173771
AM140,1.01146979109117,0.127187971714115,7.95255854354435,1.82698447638888e-15,4.48248516881458e-13,WBGene00003530,nas-11,Zinc_metalloproteinase_nas-11,180938
AM140,1.00832121283798,0.144839529907333,6.96164378248872,3.36325053587057e-12,4.07842450039478e-10,WBGene00009620,fip-5,Fungus-Induced_Protein,181237
AM140,1.00673018883403,0.182940774963105,5.50303883339874,3.73300153883681e-8,1.89342145359271e-6,WBGene00013579,Y79H2A.2,Putative_uncharacterized_protein_C51G7.2;_Uncharacterized_protein;Putative_uncharacterized_protein_C51G7.2;_Uncharacterized_protein;Putative_uncharacterized_protein_C51G7.2;_Uncharacterized_protein;Putative_uncharacterized_protein_C51G7.2;_Uncharacterized_protein,190739
AM140,1.00286898643528,0.198664626378625,5.0480500968701,4.4634212103908e-7,1.69385229387133e-5,WBGene00012840,grsp-1,Glycine_Rich_Secreted_Protein,259344
AM140,1.00076497606741,0.305193850201669,3.27911252276584,0.0010413410535162,0.0119936114788165,WBGene00006533,tba-7,"TuBulin,_Alpha",176568
