strain,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_stable_ID,Gene_name,Gene_description,NCBI_gene_ID
AM140,-2.04860651257658,0.718577472972514,-2.85091947581126,0.0043593007715672,0.0361561502673223,WBGene00019039,fbxb-18,F-box_B_protein,186513
AM140,-2.03674356299281,0.55664586593161,-3.65895749460761,2.53243334444155e-4,0.00377894933293612,WBGene00009573,F40E10.5,?,185535
AM140,-2.01254758906718,0.516863051968384,-3.89377337266176,9.86968615540558e-5,0.00172618143150109,WBGene00010473,hrg-2,Heme_Responsive_Gene,24104699
AM140,-2.00903536859382,0.376843466336718,-5.33121985137112,9.75552276358234e-8,4.35036448864248e-6,WBGene00012581,Y38E10A.3,?,174892
AM140,-1.99867634464725,0.339496561473539,-5.8871769892816,3.92847949640087e-9,2.4967143787367e-7,WBGene00013816,Y116F11A.1,?,180297
AM140,-1.99215519875298,0.598601629652178,-3.32801499372887,8.74671587894322e-4,0.0104623415558788,WBGene00008016,C38D9.8,?,183319
AM140,-1.97568239109206,0.12266754722656,-16.105990832629,2.31558844927149e-58,1.22147290699071e-54,WBGene00016627,C44B7.5,?,174124
AM140,-1.95281758644874,0.455273139296978,-4.28933187111419,1.79211416908555e-5,3.98037989133738e-4,WBGene00001103,dsl-1,Delta-like_protein,176939
AM140,-1.94612107987964,0.379296917711599,-5.13086447319719,2.88414519196801e-7,1.13961542229447e-5,WBGene00019591,fbxc-25,F-box_C_protein,187235
AM140,-1.91987351948617,0.696460198014356,-2.75661627894864,0.00584028433276524,0.0448997556036776,WBGene00017249,fbxb-108,F-box_B_protein,184177
AM140,-1.91273087607834,0.340788853200435,-5.61265680527811,1.99243518696271e-8,1.07245873583962e-6,WBGene00013794,dct-13,"DAF-16/FOXO_Controlled,_germline_Tumor_affecting",178476
AM140,-1.90187985589116,0.155049871692035,-12.2662459190468,1.37481173707458e-34,2.41737730435613e-31,WBGene00006547,tbx-11,Putative_T-box_protein_11,185575
AM140,-1.87716575953532,0.38057479632329,-4.93244896317492,8.12050014573553e-7,2.8462218118774e-5,WBGene00010142,F56A8.8,?,176746
AM140,-1.86592676159957,0.32460209769734,-5.74835090357107,9.01180621111757e-9,5.4019633822324e-7,WBGene00017252,sdz-10,SKN-1_Dependent_Zygotic_transcript,184179
AM140,-1.86309649254811,0.37309069420312,-4.9936825589485,5.9238736547644e-7,2.17759118668169e-5,WBGene00019700,btb-11,BTB_(Broad/complex/Tramtrack/Bric_a_brac)_domain_protein,173481
AM140,-1.85256354704661,0.368578275157883,-5.02624183764779,5.00185053457697e-7,1.865070414077e-5,WBGene00013752,Y113G7A.15,?,180316
AM140,-1.82366070074974,0.190880410567223,-9.55394372492452,1.24850978008405e-21,6.58588908994336e-19,WBGene00019922,fbxc-28,F-box_C_protein,187668
AM140,-1.8224364865486,0.580470162134057,-3.13958684775207,0.0016918625704347,0.0173972366551546,WBGene00016307,fbxc-18,F-box_C_protein,183117
AM140,-1.81980116781904,0.38970274366416,-4.66971607823043,3.01616301918291e-6,8.88841336658652e-5,WBGene00017598,F19F10.1,?,184684
AM140,-1.81358377259331,0.53781049169565,-3.37216138509181,7.45807326588751e-4,0.00919190104615809,WBGene00008611,fbxb-68,F-box_B_protein,184227
AM140,-1.79086869799284,0.408911458353528,-4.37960018338378,1.18897251289323e-5,2.85732574282997e-4,WBGene00003595,ngn-1,NeuroGeNin,177045
AM140,-1.79061026232276,0.2295851489356,-7.79932966319627,6.22368844605673e-15,1.33999822665099e-12,WBGene00006545,tbx-8,T-box_transcription_factor_tbx-8,176450
AM140,-1.77639167845526,0.301437371970775,-5.89307048041637,3.79084618509204e-9,2.42384407592249e-7,WBGene00007867,C32H11.4,?,178244
AM140,-1.75907303304746,0.622311518405355,-2.82667599911216,0.00470338898612993,0.0384061561947916,WBGene00045486,K05F6.12,?,6418628
AM140,-1.75261265741637,0.252146051146043,-6.95078368053146,3.63262530268395e-12,4.35502237992224e-10,WBGene00044281,R04A9.7,?,3565956
AM140,-1.7336880624519,0.343388809001281,-5.04876110405054,4.44684393988343e-7,1.69365355833105e-5,WBGene00009827,hmg-6,HMG,185946
AM140,-1.71244503704428,0.50576915547546,-3.38582339097856,7.0965038865637e-4,0.00881838822181944,WBGene00006556,tbx-37,Putative_T-box_protein_37,189977
AM140,-1.69787618433148,0.4773759249413,-3.55668582268839,3.75562856756729e-4,0.00523864033475899,WBGene00018104,fbxb-53,F-box_B_protein,185384
AM140,-1.68751556695049,0.235739350768596,-7.15839575127604,8.1626625793013e-13,1.09007709128644e-10,WBGene00021165,Y5H2B.3,?,189362
AM140,-1.68714360084592,0.428944999893046,-3.93323992881744,8.38085083449763e-5,0.00150374687671006,WBGene00015610,C08F1.6,?,173550
AM140,-1.68183345339681,0.136273644082358,-12.3415900757771,5.40772406001583e-35,1.14102977666334e-31,WBGene00006557,tbx-38,Putative_T-box_protein_38,182861
AM140,-1.65971467228515,0.317236589542609,-5.23178828355872,1.67877964714495e-7,6.8914884347779e-6,WBGene00007182,fbxb-119,F-box_B_protein,181998
AM140,-1.65891500726634,0.380583364624572,-4.35887419541521,1.30733234817393e-5,3.07865095384709e-4,WBGene00018355,ceh-86,C._Elegans_Homeobox,173597
AM140,-1.65864079823122,0.388217697239958,-4.27245025155566,1.93336696021127e-5,4.28508853576236e-4,WBGene00006902,vet-6,Very_Early_Transcript,173191
AM140,-1.65739292568073,0.240436333878377,-6.89327149081845,5.45236730849971e-12,6.18521237684645e-10,WBGene00002117,ins-34,INSulin_related,191692
AM140,-1.65411660715268,0.261951395163487,-6.31459361428607,2.70872316754109e-10,2.19823303211989e-8,WBGene00009202,aptf-4,AP-2_Transcription_Factor_family,174376
AM140,-1.65384268862074,0.436710878513485,-3.78704257207936,1.52450988111048e-4,0.00247820943693614,WBGene00017253,sdz-9,SKN-1_Dependent_Zygotic_transcript,173622
AM140,-1.62519499502026,0.150396824460188,-10.8060459444772,3.2226310992611e-27,3.77763978857829e-24,WBGene00021913,cec-8,C.Elegans_Chromodomain_protein,175202
AM140,-1.62490438527391,0.169676847514635,-9.57646496310441,1.00423372059098e-21,5.57613986959728e-19,WBGene00020073,sdz-28,SKN-1_Dependent_Zygotic_transcript,173569
AM140,-1.62279220084509,0.590221203197547,-2.74946442461496,0.00596927422276011,0.045404356921499,WBGene00001544,gcy-19,Receptor-type_guanylate_cyclase_gcy-19,191650
AM140,-1.61456829703211,0.596339099324519,-2.70746677328545,0.00677988571353281,0.049879912327595,WBGene00011049,sdz-26,SKN-1_Dependent_Zygotic_transcript,175095
AM140,-1.60495263171688,0.427713944952135,-3.75239725208514,1.75151626458127e-4,0.0027745490377376,WBGene00000708,col-135,COLlagen,3565413
AM140,-1.5966914804864,0.518631405736586,-3.07866331044627,0.00207931529625373,0.0204634107980195,WBGene00017208,fbxb-35,F-box_B_protein,173563
AM140,-1.59608162342926,0.172394394302318,-9.25831509712727,2.07683476739481e-20,9.1294194983397e-18,WBGene00004815,skr-9,SKp1_Related_(ubiquitin_ligase_complex_component),178494
AM140,-1.59534167858476,0.471064710055518,-3.38667203152777,7.07459060343033e-4,0.00880152486629599,WBGene00189954,F40G9.18,?,13188264
AM140,-1.59428545946721,0.201678147985631,-7.90509767860821,2.67723583624283e-15,6.14018218964388e-13,WBGene00003377,mls-2,Mesodermal_Lineage_Specification,180751
AM140,-1.59309342589436,0.260080068756378,-6.12539605019345,9.0458312771574e-10,6.67367272545529e-8,WBGene00017135,EEED8.4,Putative_RNA-binding_protein_EEED8.4,173921
AM140,-1.58409455942337,0.262803459509565,-6.02767772684406,1.66332299124771e-9,1.16987050384422e-7,WBGene00015138,B0310.2,Putative_zinc_finger_protein_B0310.2,180403
AM140,-1.57942312859919,0.333643191310914,-4.73386890466277,2.20280033021937e-6,6.8351598481807e-5,WBGene00008784,F14B6.3,?,173104
AM140,-1.57808276986004,0.298170066747045,-5.2925593339281,1.20616317264126e-7,5.13105704490535e-6,WBGene00019415,K05F6.4,?,187034
AM140,-1.57739326966243,0.566321518522057,-2.78533168539842,0.00534729933770134,0.0422260539017583,WBGene00018436,fbxb-11,F-box_B_protein,185769
AM140,-1.57450185224766,0.31881349507916,-4.93862987781215,7.86733727064966e-7,2.7666802735118e-5,WBGene00000435,ceh-10,Homeobox_protein_ceh-10,175811
AM140,-1.57276505418252,0.478852496320852,-3.28444576621504,0.00102183162409413,0.0118075833890395,WBGene00017405,bath-31,BTB_and_MATH_domain_containing,173717
AM140,-1.55912464957287,0.401443838357708,-3.88379270174178,1.0283959615617e-4,0.0017844699661967,WBGene00018248,F40G9.14,?,185560
AM140,-1.55770481110635,0.172505633263521,-9.02987793289501,1.71863397645216e-19,6.97368786598857e-17,WBGene00013508,Y71A12B.11,?,173262
AM140,-1.54107578907855,0.193909535508224,-7.94739559887805,1.90473408360349e-15,4.56703285954928e-13,WBGene00219422,Y52B11A.20,?,24105144
AM140,-1.53764800888077,0.178605310664446,-8.60919534341066,7.3575182108346e-18,2.28299462130309e-15,WBGene00010790,sodh-1,Alcohol_dehydrogenase_1,179627
AM140,-1.53497652466761,0.342714476509885,-4.47887857057984,7.50362010298031e-6,1.94027431584417e-4,WBGene00013721,Y106G6H.9,?,190927
AM140,-1.5344473694917,0.218614831184024,-7.01895366010206,2.23535899303809e-12,2.79289301165858e-10,WBGene00010808,sepa-1,Suppressor_of_Ectopic_P_granules_in_Autophagy_mutant,173196
AM140,-1.53244195052938,0.204745667006498,-7.48461236291146,7.17586180676911e-14,1.22105390421636e-11,WBGene00011229,R11.4,?,181693
AM140,-1.53040983653714,0.201175269532127,-7.60734577414217,2.79782070636957e-14,5.2708943664641e-12,WBGene00004814,skr-8,SKp1_Related_(ubiquitin_ligase_complex_component),178495
AM140,-1.52811316730587,0.198938392152676,-7.68133868365194,1.57434641364944e-14,3.13384050264181e-12,WBGene00000453,ceh-32,Homeobox_protein_ceh-32,179603
AM140,-1.52575077950067,0.203830183614679,-7.48540158500252,7.13286915707488e-14,1.22105390421636e-11,WBGene00044798,tbx-43,T_BoX_family,4363053
AM140,-1.52541244029533,0.511029505941451,-2.98497918918619,0.00283597617352509,0.0259493049702426,WBGene00021773,fbxb-42,F-box_B_protein,190167
AM140,-1.52377735736196,0.541649674080744,-2.81321568216213,0.0049048740003011,0.0396828379625587,WBGene00005059,sra-33,Serpentine_receptor_class_alpha-33,181920
AM140,-1.51464575377426,0.402223381096,-3.76568301337201,1.66094408403113e-4,0.00265097732020097,WBGene00012238,W04A8.3,?,173254
AM140,-1.50936462422873,0.501603947947603,-3.00907644448285,0.00262043173072603,0.024378796083915,WBGene00008177,C48D1.1,?,178271
AM140,-1.50813703556664,0.238198817749076,-6.3314211624482,2.42913280497588e-10,2.01790166082642e-8,WBGene00008782,sdz-14,SKN-1_Dependent_Zygotic_transcript,173101
AM140,-1.48997665583227,0.296842899492679,-5.01941147448272,5.18300234876612e-7,1.91862016770114e-5,WBGene00021293,Y25C1A.6,?,173653
AM140,-1.47958241836483,0.231342952689987,-6.39562347225488,1.59893574248836e-10,1.37144488481725e-8,WBGene00044694,fbxb-90,F-box_B_protein,4363043
AM140,-1.47356867985552,0.217310711976297,-6.78092978691382,1.19404901046072e-11,1.25972170603605e-9,WBGene00001104,dsl-2,Delta-like_protein,176938
AM140,-1.47342522616129,0.502180184756916,-2.93405688015051,0.0033456289099225,0.0295120275917077,WBGene00016545,C40A11.2,?,183352
AM140,-1.47240330847775,0.154404807765466,-9.53599392263912,1.48456579455946e-21,7.11916778754649e-19,WBGene00004813,skr-7,SKp1_Related_(ubiquitin_ligase_complex_component),178840
AM140,-1.47122857388626,0.528105429324893,-2.78586148180112,0.00533856792349994,0.0421886828411418,WBGene00022557,fbxb-15,F-box_B_protein,173535
AM140,-1.46659616737913,0.540869273423416,-2.71155386235264,0.00669686598638651,0.0493724221917384,WBGene00016547,C40A11.4,?,173571
AM140,-1.46553741992368,0.3735773624442,-3.92298240539824,8.74595406281589e-5,0.00155598339566117,WBGene00020543,fbxb-83,F-box_B_protein,188567
AM140,-1.46334972333612,0.309834986005702,-4.72299704497924,2.32394227561436e-6,7.14798571653979e-5,WBGene00235351,C32B5.18,?,24104270
AM140,-1.46064340955921,0.522859239808144,-2.7935690877246,0.00521298922351456,0.0415071972136442,WBGene00000674,col-99,Putative_cuticle_collagen_99,185112
AM140,-1.45101347916527,0.329405081935317,-4.40495171064237,1.05807445021984e-5,2.59597336042309e-4,WBGene00022741,ZK430.5,?,191319
AM140,-1.44914716940031,0.240585811488037,-6.02341077571137,1.70779273572557e-9,1.19319293787449e-7,WBGene00020354,T08B6.5,?,177260
AM140,-1.44866801932773,0.115554775082978,-12.5366348408144,4.70556476985987e-36,1.24109270805054e-32,WBGene00020218,T04G9.7,?,180424
AM140,-1.44201181708376,0.191585967477014,-7.52670895511577,5.20351787766914e-14,9.30459552701855e-12,WBGene00004820,skr-14,SKp1_Related_(ubiquitin_ligase_complex_component),178839
AM140,-1.44022354717785,0.450755320320016,-3.19513377269814,0.00139766041271576,0.0150003228424734,WBGene00019035,fbxb-26,F-box_B_protein,186508
AM140,-1.43709800050688,0.187550825916773,-7.66244559831798,1.82425414797023e-14,3.56405208538627e-12,WBGene00004816,skr-10,SKp1_Related_(ubiquitin_ligase_complex_component),178447
AM140,-1.43646332130636,0.345637814765371,-4.15597848366641,3.238983075236e-5,6.66106655823387e-4,WBGene00019872,R04E5.9,?,181128
AM140,-1.43045571460176,0.327624718297307,-4.36614099826154,1.26460864220904e-5,2.99811711804615e-4,WBGene00019814,R02C2.1,?,178550
AM140,-1.42666730333198,0.259403650228874,-5.4997965605851,3.80229693296492e-8,1.91934127477416e-6,WBGene00020673,T22B7.4,?,180831
AM140,-1.42534578669551,0.202316193003847,-7.04513942029548,1.85275899373127e-12,2.35501293781504e-10,WBGene00004821,skr-15,SKp1_Related_(ubiquitin_ligase_complex_component),173729
AM140,-1.42236272411679,0.399766940297408,-3.55797986461467,3.73717953473084e-4,0.00523053161930255,WBGene00011791,T15H9.6,?,174513
AM140,-1.42167165994447,0.503835124621281,-2.82170017624932,0.00477698145549709,0.038946796256178,WBGene00021774,fbxb-43,F-box_B_protein,173528
AM140,-1.42075229406013,0.297155116111283,-4.78118065962583,1.7426866198302e-6,5.63967602429713e-5,WBGene00003983,pes-10,Patterned_expression_site_protein_10,174920
AM140,-1.41850403884004,0.507174457706046,-2.79687594137911,0.00515993418922888,0.0411830576928126,WBGene00044725,R11G1.7,?,4363113
AM140,-1.41640096145805,0.522231489949136,-2.71220902744874,0.00668364314774817,0.0493439014756775,WBGene00002246,lag-2,?,178755
AM140,-1.41053896762476,0.317336285143284,-4.44493439187981,8.79186936233679e-6,2.20843385172984e-4,WBGene00021471,Y39G10AR.15,?,171794
AM140,-1.3986214884606,0.144469005558042,-9.68111798830568,3.6272747033838e-22,2.25104400709995e-19,WBGene00016457,C35E7.5,?,172989
AM140,-1.39302818442269,0.19082179101562,-7.30015255075697,2.87441638623742e-13,4.33215612497211e-11,WBGene00018731,F53A9.8,?,181118
AM140,-1.39041311099459,0.432168736886311,-3.21729221093648,0.00129406725624256,0.0141475746666933,WBGene00009773,lipl-2,Lipase,185840
AM140,-1.38507198927387,0.294132540334885,-4.70900631292577,2.48927362358699e-6,7.56825265960885e-5,WBGene00021557,Y45G5AM.5,?,178816
AM140,-1.38495712383808,0.311263233917168,-4.44947225667725,8.60815481030531e-6,2.16744709424155e-4,WBGene00018021,F34D6.1,?,173612
AM140,-1.37222448158566,0.216838948622559,-6.32831181991306,2.47857883227433e-10,2.0428911469136e-8,WBGene00016893,C53B7.2,?,183744
AM140,-1.37209657836664,0.158021163533302,-8.68299250357991,3.85489805186002e-18,1.2709117014726e-15,WBGene00003601,nhr-2,Nuclear_hormone_receptor_family_member_nhr-2,172251
AM140,-1.37134925539579,0.492827634831557,-2.78261436346707,0.00539228572385292,0.0424225312353828,WBGene00019815,kin-34,?,178552
AM140,-1.37089878496508,0.409601625197835,-3.34690758197784,8.1718449410391e-4,0.00987548271797967,WBGene00016943,acdh-1,Acyl_CoA_DeHydrogenase,172358
AM140,-1.36353082972201,0.311707678469512,-4.37438960893413,1.21772725227865e-5,2.90000508161169e-4,WBGene00006388,taf-7.1,TAF_(TBP-associated_transcription_factor)_family,192053
AM140,-1.34522975213823,0.369719022262777,-3.63851917573803,2.74210213889704e-4,0.00404038792812343,WBGene00008838,F15A4.2,?,184511
AM140,-1.34179559923844,0.290146923467041,-4.62453843454542,3.75433468987835e-6,1.07049272914099e-4,WBGene00021101,W08F4.12,?,?
AM140,-1.34040010404269,0.393222276184277,-3.40875933339681,6.52590243525799e-4,0.00824530187927806,WBGene00044436,Y47G6A.31,?,3565969
AM140,-1.33825379754543,0.491514267261037,-2.72271607699783,0.00647476765399132,0.0481204313495511,WBGene00010838,M03C11.1,?,176456
AM140,-1.33389989116675,0.327492961086509,-4.07306430874522,4.63986061872693e-5,9.08173089565289e-4,WBGene00015265,B0563.8,?,182042
AM140,-1.33355457199206,0.163561332273643,-8.15323862586901,3.54305525202472e-16,9.5844186945797e-14,WBGene00020205,arrd-1,ARRestin_Domain_protein,173454
AM140,-1.32961466107637,0.333578064431209,-3.98591754929547,6.72198529630508e-5,0.00125211965274754,WBGene00021100,W08F4.11,?,?
AM140,-1.32343375802879,0.467125120522738,-2.83314619549426,0.0046092300464035604,0.0378128903495782,WBGene00044197,fbxb-63,F-box_B_protein,3565062
AM140,-1.30862888001105,0.223686458786593,-5.85028207388959,4.90740054144117e-9,3.04547504189437e-7,WBGene00003844,odc-1,Ornithine_decarboxylase,179079
AM140,-1.30172324976594,0.301964093822422,-4.31085442407419,1.62624945346098e-5,3.67014034758963e-4,WBGene00000003,aat-2,Amino_Acid_Transporter,184126
AM140,-1.30035260873572,0.3930395200133,-3.30845256652999,9.38130749764807e-4,0.0110297485425328,WBGene00000609,col-20,COLlagen,173840
AM140,-1.29506914800672,0.340467611344941,-3.80379544148367,1.42495862912507e-4,0.00235263122648974,WBGene00010689,K08H2.2,?,187175
AM140,-1.29380692879513,0.142944971091801,-9.05108391651102,1.41556109832148e-19,5.97366783491666e-17,WBGene00015112,B0281.5,?,181899
AM140,-1.29367729354455,0.345716762899051,-3.74201494511363,1.82550655872538e-4,0.00287020777862187,WBGene00022265,Y73C8C.8,?,178753
AM140,-1.28779139609126,0.418808337457459,-3.07489436315739,0.00210577123501449,0.0207044608848116,WBGene00077761,zip-9,bZIP_transcription_factor_family,7040166
AM140,-1.28660332478912,0.449338405949996,-2.86332819040689,0.00419216096974045,0.0351848036839792,WBGene00009493,hrg-4,Heme_Responsive_Gene,185380
AM140,-1.27623321858135,0.308320994374184,-4.13930041050819,3.48366528699412e-5,7.09510980266177e-4,WBGene00013698,Y106G6D.1,?,190915
AM140,-1.2750056262690601,0.291423639995468,-4.37509333933544,1.21380528629316e-5,2.89720492542825e-4,WBGene00009221,acs-2,fatty_Acid_CoA_Synthetase_family,3565680
AM140,-1.26663380958599,0.119629439665023,-10.587977450473,3.3883367420095e-26,3.24972296620002e-23,WBGene00002130,inx-8,Innexin-8,178101
AM140,-1.26420752765627,0.207415242265372,-6.09505605204661,1.0939911171767e-9,7.90520978507824e-8,WBGene00011231,R11A5.3,?,172555
AM140,-1.26244880831793,0.372004039771044,-3.39364273865124,6.89696048746973e-4,0.00861099800506576,WBGene00009361,F33E2.5,?,173129
AM140,-1.25752246739466,0.273366855423485,-4.60012778596212,4.22231844951333e-6,1.18157717884259e-4,WBGene00021966,Y57G7A.2,?,173508
AM140,-1.25665365547759,0.335785985996227,-3.74242436517796,1.82253397493228e-4,0.00287020777862187,WBGene00001958,hlh-14,Helix_Loop_Helix,182758
AM140,-1.25438383337617,0.192627430298516,-6.51196888954101,7.41720837626618e-11,6.57576036719397e-9,WBGene00017105,E02H9.7,?,184002
AM140,-1.25406931723696,0.29623393335723,-4.23337496492907,2.30210197392135e-5,4.95656649487147e-4,WBGene00021505,Y41D4A.3,?,176984
AM140,-1.25196019442356,0.400287929479771,-3.12764913009156,0.00176210400575426,0.0179442058501037,WBGene00021726,bath-10,BTB_and_MATH_domain_containing,173680
AM140,-1.23689508581078,0.34580032571353,-3.57690549671562,3.47685798950544e-4,0.00494351102281434,WBGene00006775,unc-39,?,191623
AM140,-1.23588644984996,0.121674990496266,-10.1572759102692,3.0754931854602e-24,2.49588100820039e-21,WBGene00018271,F41C3.5,Uncharacterized_serine_carboxypeptidase_F41C3.5,173818
AM140,-1.23027814652307,0.169701994885836,-7.24963868191833,4.17884892359666e-13,5.91222628352446e-11,WBGene00017481,F15B10.3,?,177423
AM140,-1.22943719139159,0.269291552676324,-4.56545026820547,4.98423351709858e-6,1.3631734340258e-4,WBGene00012021,T25E12.6,?,180118
AM140,-1.22722426952145,0.389557151240989,-3.15030609914863,0.00163099480988532,0.0169863427429426,WBGene00020902,jmjc-1,Bifunctional_lysine-specific_demethylase_and_histidyl-hydroxylase_NO66,171932
AM140,-1.21958578652532,0.368957048533799,-3.30549529104226,9.48086971594747e-4,0.0111260484430752,WBGene00013699,Y106G6D.2,?,172875
AM140,-1.2194380922852,0.302900758223328,-4.02586675397529,5.67658282815954e-5,0.00107906214120871,WBGene00007887,gadr-2,?,177782
AM140,-1.20767800892994,0.213498134251836,-5.65662090285713,1.54382239474062e-8,8.57227698132294e-7,WBGene00000169,aqp-1,AQuaPorin_or_aquaglyceroporin_related,174190
AM140,-1.2058673659779,0.166352738198412,-7.24885793307252,4.20300446696052e-13,5.91222628352446e-11,WBGene00001436,fkh-4,ForKHead_transcription_factor_family,181466
AM140,-1.19718143924598,0.369391546736557,-3.24095515943084,0.00119129921347424,0.0132824263211064,WBGene00009721,F45D3.1,?,185778
AM140,-1.18127281673245,0.267665269990999,-4.41324650288839,1.0183193799427e-5,2.51010968654099e-4,WBGene00011475,T05D4.2,?,188126
AM140,-1.17976384777084,0.250318125135732,-4.71305802219129,2.44026675354529e-6,7.44412986120282e-5,WBGene00022418,igcm-4,ImmunoGlobulin-like_Cell_adhesion_Molecule_family,180518
AM140,-1.1790443581138501,0.194419034947394,-6.06444918540449,1.32406631366249e-9,9.50265279533285e-8,WBGene00003518,nac-2,Sodium-dependent_high-affinity_dicarboxylate_transporter_2,187898
AM140,-1.17871170692945,0.154166988138549,-7.64568161550998,2.07841364205086e-14,3.98677525884302e-12,WBGene00020261,vet-1,Very_Early_Transcript,172308
AM140,-1.17672964279339,0.245145869151727,-4.8001202176696,1.58570414240925e-6,5.2278683445055e-5,WBGene00004819,skr-13,SKp1_Related_(ubiquitin_ligase_complex_component),178493
AM140,-1.16659042235899,0.231599664974957,-5.03709892017822,4.72640553635149e-7,1.78084208601815e-5,WBGene00021468,epg-2,Ectopic_P_granules_protein_2,171787
AM140,-1.16336538136631,0.168659541665706,-6.89771459045096,5.28457815335069e-12,6.06003255628802e-10,WBGene00016453,vet-2,Very_Early_Transcript,172993
AM140,-1.1623984311101,0.425450175910598,-2.7321611246774,0.00629203617483912,0.0470787103862076,WBGene00019687,K12H6.7,?,187345
AM140,-1.16084521266703,0.386977190267615,-2.99977683920917,0.00270177475511244,0.024981352906605,WBGene00000703,col-129,COLlagen,178155
AM140,-1.16082372356882,0.281623693761122,-4.12189652108408,3.7576599642807e-5,7.5799832931475e-4,WBGene00019414,fbxb-51,F-box_B_protein,187033
AM140,-1.15922613864789,0.258011786275851,-4.49291931729241,7.0253406473045e-6,1.83005787232253e-4,WBGene00008157,C47F8.1,?,173107
AM140,-1.15720466186777,0.276216131332876,-4.18948978933165,2.79582361353637e-5,5.84836046326318e-4,WBGene00012240,W04A8.5,?,173255
AM140,-1.14983636217872,0.271861609289552,-4.22949148717083,2.34220140888889e-5,5.01221599670948e-4,WBGene00010691,K08H2.4,?,181449
AM140,-1.11670784302862,0.175331090177127,-6.36913762356962,1.90093982349836e-10,1.60439321103262e-8,WBGene00001820,ham-1,?,178205
AM140,-1.11136444142217,0.266814564924045,-4.16530649943545,3.10934551021498e-5,6.43207747701334e-4,WBGene00003998,pgp-4,P-GlycoProtein_related,181327
AM140,-1.10753256569782,0.333082435316746,-3.32510048043995,8.8386674678494e-4,0.0105435013048176,WBGene00011531,rsbp-1,R-Seven_Binding_Protein_(R7BP)_homolog,172729
AM140,-1.10686364050841,0.327843368746968,-3.37619651951141,7.3495403088495e-4,0.00908999416862394,WBGene00010872,M05B5.4,?,172457
AM140,-1.10658905877511,0.362260265444757,-3.05467964425112,0.00225301038412371,0.0217866723670991,WBGene00009675,F44A6.3,?,185723
AM140,-1.10565921938266,0.381548804602083,-2.89781859108628,0.0037576787117615,0.0323356528622217,WBGene00044692,fbxb-91,F-box_B_protein,4363024
AM140,-1.09785669723706,0.359551942697434,-3.05340221221088,0.00226262450883365,0.0218596049159295,WBGene00012926,Y47D3A.13,?,176550
AM140,-1.09677545451796,0.177255795293291,-6.18752945540206,6.11144300862783e-10,4.5727463646116e-8,WBGene00019703,fbxb-41,F-box_B_protein,173484
AM140,-1.09442510868249,0.321485033277235,-3.40428012317048,6.63386842813756e-4,0.00833275387800975,WBGene00009537,ccch-2,CCCH-type_zinc_finger_putative_transcription_factor,178454
AM140,-1.09283525730713,0.112188273348149,-9.74108277712571,2.01396845503836e-22,1.32796045004092e-19,WBGene00016534,C39D10.7,?,181050
AM140,-1.08909439872594,0.19490536779082,-5.5878112084363,2.29949430103882e-8,1.21298324379798e-6,WBGene00015518,C06E1.1,?,176205
