strain,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_stable_ID,Gene_name,Gene_description,NCBI_gene_ID
N2,2.35503970618462,0.758767957619295,3.10376799986885,0.00191073096175785,0.0224243930945897,WBGene00014254,cyp-13A10,Putative_cytochrome_P450_CYP13A10,174522
N2,2.34461646898401,0.735652133779555,3.18712657970295,0.00143693873694558,0.017706099043262,WBGene00014178,ZK1010.4,?,191490
N2,2.31584073832155,0.470176895098638,4.92546690929105,8.41591527106959e-7,3.72489164688147e-5,WBGene00044623,bus-8,Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein;Glycosyltransferase;_Uncharacterized_protein,180821
N2,-2.28121209282123,0.189462685226009,-12.0404294391794,2.17818786146823e-33,1.07493570963457e-29,WBGene00016627,C44B7.5,?,174124
N2,-2.24724670254064,0.34721027516104,-6.47229319897962,9.65265832645999e-11,1.38074982148058e-8,WBGene00010064,F54F7.2,?,186253
N2,-2.24544369826565,0.385353150077325,-5.8269763665227,5.64406014291392e-9,4.35209950082503e-7,WBGene00000657,col-81,COLlagen,174686
N2,-2.21088277436351,0.317785398208382,-6.95715658059835,3.47208993948936e-12,7.78852902335455e-10,WBGene00009221,acs-2,fatty_Acid_CoA_Synthetase_family,3565680
N2,2.20943178926689,0.450150112219706,4.9082111262221,9.1910882337333e-7,4.03182403853101e-5,WBGene00008988,F20G2.5,?,184745
N2,2.20670256832019,0.735769485195936,2.99917652569207,0.00270710411231171,0.0293616676796885,WBGene00011083,glo-1,Gut_granule_LOss,3565633
N2,2.20323416518611,0.424821760621906,5.18625543559903,2.1456447007812e-7,1.13248733672248e-5,WBGene00020473,lips-12,LIPaSe_related,188468
N2,-2.19762554635178,0.669483131683113,-3.28257045226344,0.00102865277828803,0.0136646068932744,WBGene00018104,fbxb-53,F-box_B_protein,185384
N2,-2.19566456640331,0.476815072463017,-4.60485562056895,4.12752120323349e-6,1.49225766578441e-4,WBGene00010142,F56A8.8,?,176746
N2,-2.19248826136604,0.465557931498608,-4.70937795927679,2.48473936540665e-6,9.61740295551514e-5,WBGene00015322,C02B8.3,?,182104
N2,-2.19230942343918,0.177989161754751,-12.3170950513264,7.32869356313818e-35,7.23342054681738e-31,WBGene00006557,tbx-38,Putative_T-box_protein_38,182861
N2,2.1512830233404,0.321615761393012,6.68898506100127,2.24723668865632e-11,3.8912677398312e-9,WBGene00016450,clec-5,C-type_LECtin,175652
N2,2.14775108633066,0.617425919607273,3.47855672741564,5.04121724968432e-4,0.00791046331548239,WBGene00008851,F15B9.8,?,179784
N2,-2.14099529012063,0.739117675218035,-2.89669069203229,0.00377121370938086,0.0378655944166725,WBGene00021774,fbxb-43,F-box_B_protein,173528
N2,2.1332923763971,0.619243112744872,3.44499976259892,5.71059893226273e-4,0.00879307511098801,WBGene00018547,clec-78,C-type_LECtin,185915
N2,-2.12184086651039,0.479743908320708,-4.42286150946172,9.7402180609394e-6,2.99488947855052e-4,WBGene00000169,aqp-1,AQuaPorin_or_aquaglyceroporin_related,174190
N2,-2.11215315149955,0.648756876286383,-3.25569289313733,0.00113116030665979,0.0147454169874486,WBGene00011267,fbxb-85,F-box_B_protein,187876
N2,2.09902201818926,0.39425468019067,5.32402562012486,1.0149560201965e-7,5.82419530194155e-6,WBGene00006539,tbb-6,"TuBulin,_Beta",179680
N2,2.09590735286142,0.522124487064968,4.01419087743461,5.96500614932276e-5,0.00139844680982935,WBGene00194658,R09E10.13,?,13197764
N2,-2.09038707005304,0.260016577464783,-8.03943767906939,9.02516729141734e-16,5.93856007775261e-13,WBGene00021165,Y5H2B.3,?,189362
N2,2.08984727441788,0.444994438333827,4.69634470543676,2.6485842873981e-6,1.01718003566612e-4,WBGene00002090,ins-7,Probable_insulin-like_peptide_beta-type_4,191688
N2,2.0801203226843,0.296548908350231,7.01442583031743,2.30895172154657e-12,5.69733837291616e-10,WBGene00044212,Y68A4A.13,?,3564815
N2,2.06621675481966,0.407247378363067,5.07361585266632,3.90326647744592e-7,1.92626200661956e-5,WBGene00013960,cutl-8,CUTiclin-Like,3565740
N2,2.05746512675311,0.465506384751011,4.41984297992733,9.87726427734415e-6,3.02759622414245e-4,WBGene00000681,col-107,COLlagen,176961
N2,2.05319598317264,0.425378758111239,4.8267477959859,1.38780687914437e-6,5.73123594023218e-5,WBGene00021002,W03F9.4,?,178543
N2,2.04057162964243,0.347816650428496,5.86680260168261,4.44279072529069e-9,3.62399540980323e-7,WBGene00001699,grd-10,GRounDhog_(hedgehog-like_family),184239
N2,2.03083844923864,0.455032689210112,4.46306056113015,8.07972045555948e-6,2.57247873859265e-4,WBGene00018601,F48C1.9,?,266832
N2,2.02832630604668,0.446327256076156,4.54448227938961,5.50704397480214e-6,1.8742939321137e-4,WBGene00077490,M03A1.8,?,6418630
N2,2.02408681433428,0.307912288831058,6.5735824380976,4.91188575700711e-11,8.08005207027669e-9,WBGene00010236,F58B4.3,?,186495
N2,-2.02125913364725,0.451916756042247,-4.47263595921699,7.72612456255072e-6,2.4839364635953e-4,WBGene00017598,F19F10.1,?,184684
N2,2.0054096038175,0.38232915613949,5.24524371634855,1.56075874238367e-7,8.41786272531522e-6,WBGene00086560,ZK355.8,?,7040126
N2,2.00202673169489,0.590907167965371,3.38805626370776,7.03898234730794e-4,0.0105424515581076,WBGene00015532,C06E4.3,?,182326
N2,1.99335944347199,0.548129235015608,3.63665959801474,2.761965401783e-4,0.00485064030526659,WBGene00006743,unc-3,Transcription_factor_unc-3,181573
N2,-1.98365467422413,0.689551214355247,-2.8767329139996,0.00401815535361702,0.039540571625324,WBGene00010034,F54B11.11,?,186218
N2,-1.97813008371171,0.51747928673877,-3.82262659473421,1.32037651661366e-4,0.00265961555489324,WBGene00015587,sdz-2,SKN-1_Dependent_Zygotic_transcript,181750
N2,-1.97407105269422,0.503140179700462,-3.92350110831827,8.7271363732052e-5,0.0019291643948365,WBGene00007887,gadr-2,?,177782
N2,1.97323331516751,0.432530234247087,4.56207025296707,5.06516921639974e-6,1.74801469111417e-4,WBGene00007989,fipr-22,FIP_(Fungus-Induced_Protein)_Related,259409
N2,1.96335140302784,0.335951955266179,5.8441434028037,5.09181513998666e-9,4.02049723453346e-7,WBGene00018969,F56D3.1,?,173750
N2,1.96243981662865,0.494810137557103,3.96604610066659,7.30747345763624e-5,0.00167732007039232,WBGene00044922,Y43C5A.7,?,4927022
N2,1.95707828590934,0.537927114117243,3.63818486658917,2.74566319529787e-4,0.00483296741188032,WBGene00007097,B0024.4,?,179432
N2,1.94803825461407,0.664778752126025,2.93035577383311,0.00338574121192981,0.0350653365810569,WBGene00011520,nhr-213,Nuclear_hormone_receptor_family_member_nhr-213,188172
N2,1.94705426200444,0.518177888975914,3.75750162912672,1.71618250020365e-4,0.00332131789745295,WBGene00202514,T09F5.20,?,13216825
N2,1.94197514629742,0.659422800112748,2.94496208800391,0.00322994237559493,0.0338040719530871,WBGene00020844,T27A10.2,?,180648
N2,-1.9317980800393,0.41584011876016,-4.64553080111418,3.39203157303583e-6,1.26337175946655e-4,WBGene00012581,Y38E10A.3,?,174892
N2,-1.9203466269363,0.517131109955157,-3.71346180875258,2.04443329213243e-4,0.00380814594820194,WBGene00019547,K09C4.1,?,180621
N2,1.91392993942062,0.590080832311104,3.24350467701949,0.00118068872233723,0.0153334180124585,WBGene00015894,acdh-2,Acyl_CoA_DeHydrogenase,173940
N2,1.91210937005881,0.423200863342599,4.51820763066563,6.23653129476266e-6,2.08659538573923e-4,WBGene00045251,F54F7.9,?,6418854
N2,-1.91205624884722,0.482393779864534,-3.96368346495713,7.38020964218568e-5,0.00168617289741603,WBGene00011791,T15H9.6,?,174513
N2,1.90135073873931,0.305875948485339,6.21608448835083,5.09713659829924e-10,5.71690207104699e-8,WBGene00235164,K09F6.13,?,24104743
N2,-1.89819061674606,0.460959090608835,-4.11791557085669,3.82314700606916e-5,9.60164400760881e-4,WBGene00017253,sdz-9,SKN-1_Dependent_Zygotic_transcript,173622
N2,-1.89052205572079,0.321792642398381,-5.87496979927937,4.22920442945843e-9,3.47852064322956e-7,WBGene00009202,aptf-4,AP-2_Transcription_Factor_family,174376
N2,-1.88750285848761,0.583620762426095,-3.23412561719243,0.00122015775798956,0.0157543892741468,WBGene00015610,C08F1.6,?,173550
N2,-1.87342555431811,0.465498221178458,-4.02456007151936,5.70819224676959e-5,0.00134784348027789,WBGene00007182,fbxb-119,F-box_B_protein,181998
N2,-1.85134287923251,0.526459998273865,-3.51658793698023,4.37131831476794e-4,0.00702685859393478,WBGene00018248,F40G9.14,?,185560
N2,1.82488936017305,0.237390665424374,7.6872835623539,1.5029179216673e-14,7.41689994342811e-12,WBGene00000560,cnc-6,CaeNaCin_(Caenorhabditis_bacteriocin),175324
N2,1.82075518758747,0.620972769038572,2.93210150004883,0.00336676692263183,0.0349054511831682,WBGene00018747,F53C3.3,?,173732
N2,1.81560406337072,0.475130336579946,3.82127581336878,1.3276306959646e-4,0.00266878105278424,WBGene00018297,F41F3.3,?,178856
N2,1.81550130070448,0.393546200728993,4.61318467143502,3.9654567893381e-6,1.44681100001241e-4,WBGene00013637,Y105C5A.13,?,178441
N2,1.80949244807556,0.43009481699212,4.20719426644174,2.58560859557605e-5,6.9347708799825e-4,WBGene00009964,fip-6,Fungus-Induced_Protein,172707
N2,1.78647195734233,0.484333211476702,3.68851838984051,2.25563725397185e-4,0.00412280364753745,WBGene00009842,igeg-2,"IG_(immunoglobulin),_EGF_and_transmmembrane_domain",181336
N2,1.78051901458339,0.611474895756701,2.91184319575376,0.00359302955518363,0.0365600017625386,WBGene00000043,acr-3,Acetylcholine_receptor_subunit_beta-type_acr-3,180937
N2,1.78029942833258,0.516028096181588,3.4500048379267,5.60576507458581e-4,0.00867224158090312,WBGene00009090,fipr-3,FIP_(Fungus-Induced_Protein)_Related,259352
N2,1.77759986708602,0.486381551699401,3.65474360792499,2.57439119769788e-4,0.00458650561755922,WBGene00010573,K04H4.2,?,176315
N2,1.76855184452253,0.258651978642775,6.83757322794382,8.05459197913848e-12,1.61968371528067e-9,WBGene00009818,acbp-3,Acyl-CoA-binding_protein_homolog_3,181281
N2,1.76623142284462,0.434512216176829,4.06486022046808,4.80612569907343e-5,0.00118001145895161,WBGene00001478,fmo-3,Dimethylaniline_monooxygenase,176491
N2,1.76451513124651,0.533864959828461,3.30517127742093,9.49183753319635e-4,0.012921991234848,WBGene00044443,ZC21.10,?,3896746
N2,1.75926551040318,0.362611063735344,4.85165977088662,1.22432522222864e-6,5.12037709465961e-5,WBGene00007139,mnp-1,Matrix_non-peptidase_homolog_1,175564
N2,1.74372935512349,0.473024169168414,3.6863430428703,2.27499644001092e-4,0.00413775406627553,WBGene00021529,Y41G9A.5,?,189838
N2,1.74162962087963,0.230295884386367,7.56257379727074,3.95170781080131e-14,1.77287982239131e-11,WBGene00019858,R03H10.6,?,187558
N2,-1.73664534559596,0.301128704627401,-5.76711990225172,8.06376841276469e-9,6.02949956318087e-7,WBGene00044798,tbx-43,T_BoX_family,4363053
N2,-1.729960735143,0.224535520112919,-7.70461944850867,1.31233776402993e-14,6.91632768463123e-12,WBGene00006547,tbx-11,Putative_T-box_protein_11,185575
N2,-1.72921731240816,0.236814788014112,-7.30198197042116,2.83559274499023e-13,9.65079323898399e-11,WBGene00004815,skr-9,SKp1_Related_(ubiquitin_ligase_complex_component),178494
N2,1.72554988850261,0.464021180726335,3.71868776722993,2.00260404018545e-4,0.00377596719641955,WBGene00011590,bus-19,?,179766
N2,1.71589810459522,0.309897194938642,5.53699140431058,3.07711647197521e-8,1.9850418025095e-6,WBGene00000928,dao-2,Dauer_or_Aging_adult_Overexpression,173793
N2,-1.71218960186943,0.450073535848012,-3.80424411900465,1.42237856301489e-4,0.00284618767631741,WBGene00013794,dct-13,"DAF-16/FOXO_Controlled,_germline_Tumor_affecting",178476
N2,1.70928851791063,0.281664089541242,6.06853546966038,1.29081910294344e-9,1.28024540202702e-7,WBGene00003754,nlp-16,Neuropeptide-Like_Protein,177387
N2,-1.69741287594256,0.521082141328065,-3.25747658827152,0.00112407530403493,0.0146754275804561,WBGene00000703,col-129,COLlagen,178155
N2,1.69140357177776,0.489831697110053,3.45303005452043,5.54327238832079e-4,0.00860542199327831,WBGene00016596,C42D4.3,?,177492
N2,-1.68998806638619,0.379703754676345,-4.45080683446684,8.55482664653235e-6,2.69764022368288e-4,WBGene00021293,Y25C1A.6,?,173653
N2,1.68825421670957,0.403145430753518,4.18770519996731,2.81789208948225e-5,7.43652270673525e-4,WBGene00044471,F56D6.9,?,3896765
N2,-1.68761803779445,0.142349508031753,-11.8554539536449,2.01628537536324e-32,6.63357888494507e-29,WBGene00020218,T04G9.7,?,180424
N2,1.67612625072338,0.506498581831136,3.30924174489039,9.35490254474054e-4,0.0128131562020261,WBGene00002113,ins-30,INSulin_related,173267
N2,1.66265931633585,0.468534990345494,3.54863425485005,3.87234537712455e-4,0.00635940913015296,WBGene00004156,pqn-74,Prion-like-(Q/N-rich)-domain-bearing_protein,178294
N2,1.65376121316474,0.519199421200826,3.18521389977642,0.00144647050556217,0.0177898515196625,WBGene00015523,ztf-30,Zinc_finger_transcription_factor_family_protein_30,182317
N2,1.65283182235069,0.193574966884837,8.53845850498841,1.36024222850378e-17,1.49173231059248e-14,WBGene00003096,lys-7,LYSozyme,178772
N2,1.65167908646732,0.386100014415703,4.27785295208251,1.88704605194771e-5,5.2465195866828e-4,WBGene00022736,ZK418.7,?,191318
N2,1.64982638815039,0.265555845030172,6.2127285805475,5.20723508054337e-10,5.77476519606326e-8,WBGene00008296,cdr-2,CaDmium_Responsive,183779
N2,1.63915530603035,0.491995265257374,3.33164853765994,8.6333213395806e-4,0.012155617920351,WBGene00022562,ZC204.12,?,173536
N2,-1.63606948022446,0.442081842781577,-3.70082939830851,2.14895923020439e-4,0.0039571320153204,WBGene00015265,B0563.8,?,182042
N2,1.63485116122287,0.194001812726013,8.42698910000268,3.54672879875327e-17,3.18238302215407e-14,WBGene00003879,ora-1,Onchocerca_Related_Antigen_family,191739
N2,1.62276753262315,0.532348061861581,3.04832054229418,0.00230124315514761,0.0256937442774965,WBGene00206464,F59C6.18,?,13181858
N2,1.62184269368929,0.491899368618087,3.29710261317391,9.76878040596295e-4,0.013184984886908,WBGene00021491,comt-4,Catechol-O-MethylTransferase_family,189789
N2,1.61767042730396,0.448693812788153,3.60528801868665,3.11806921859956e-4,0.00530609365303063,WBGene00008708,F11E6.4,?,184358
N2,1.61640923850498,0.440458468844999,3.66983348678399,2.42708515841541e-4,0.00434760989356807,WBGene00044644,B0205.13,?,4362999
N2,1.60999536696055,0.161344689379617,9.97860774439561,1.89101459984105e-23,2.66633058577588e-20,WBGene00235094,K08D9.9,?,24104735
N2,-1.60763103115146,0.57120208810237,-2.81446980786132,0.00488577668894149,0.0465570058815411,WBGene00019591,fbxc-25,F-box_C_protein,187235
N2,-1.60414087862999,0.254521305151971,-6.30257996544604,2.92731422098414e-10,3.65729004571057e-8,WBGene00004814,skr-8,SKp1_Related_(ubiquitin_ligase_complex_component),178495
N2,1.6019580434146,0.481718399317531,3.32550727911609,8.82577956286941e-4,0.0123579070120165,WBGene00006321,sup-12,SUPpressor,180674
N2,1.60168155420081,0.413602122833487,3.87251773087642,1.07716836974105e-4,0.00230122333535589,WBGene00021703,cpt-3,Carnitine_Palmitoyl_Transferase,190055
N2,-1.59754639590871,0.38316457234462997,-4.16934787611791,3.05472427654583e-5,7.93424437092299e-4,WBGene00003595,ngn-1,NeuroGeNin,177045
N2,-1.59444862996154,0.231945338631114,-6.87424304093193,6.23198810413286e-12,1.28145255391232e-9,WBGene00003377,mls-2,Mesodermal_Lineage_Specification,180751
N2,1.58433784022645,0.478160628358385,3.31340086628584,9.21687743046148e-4,0.0127409776244615,WBGene00011476,T05D4.3,?,176789
N2,1.58412756491826,0.37404039265487,4.23517779369874,2.28370943393711e-5,6.20942482450669e-4,WBGene00011833,T19B10.5,?,179553
N2,-1.57573724542962,0.347270306901886,-4.53749489695014,5.6926407516887e-6,1.92419055545094e-4,WBGene00010062,lipl-1,Lipase,179771
N2,-1.57439615418418,0.212774502563945,-7.39936475100454,1.36837511492617e-13,4.82352228011475e-11,WBGene00001436,fkh-4,ForKHead_transcription_factor_family,181466
N2,-1.56865292499454,0.267760812315468,-5.85841113727424,4.67316558000922e-9,3.74993042883667e-7,WBGene00004820,skr-14,SKp1_Related_(ubiquitin_ligase_complex_component),178839
N2,-1.56832091361996,0.229457101280187,-6.83491992564181,8.20508467720703e-12,1.61968371528067e-9,WBGene00020073,sdz-28,SKN-1_Dependent_Zygotic_transcript,173569
N2,1.56781107624739,0.440449042042742,3.55957426760676,3.71456478088543e-4,0.00612066016483125,WBGene00021121,W09G12.7,?,176941
N2,1.56719896475719,0.516635018613836,3.03347413220669,0.00241755436572124,0.0267803160377875,WBGene00018643,drd-50,dietary_restriction_down_regulated,177176
N2,-1.56366904320198,0.349926225849055,-4.46856773712208,7.87450773455511e-6,2.51525538317343e-4,WBGene00003983,pes-10,Patterned_expression_site_protein_10,174920
N2,1.55480610392219,0.416350070650958,3.73437213903019,1.88184065340757e-4,0.00358566935311442,WBGene00018418,F44E2.4,?,176243
N2,1.55076703262187,0.520553860371316,2.97907123677019,0.00289123552201934,0.0308838613988593,WBGene00019021,F57H12.6,?,177593
N2,1.5499862138381,0.494938130158037,3.13167670743651,0.00173811153846363,0.0206688685357061,WBGene00004300,ram-2,?,174687
N2,1.54772268295979,0.43103084528634,3.59074692654912,3.29731679789913e-4,0.00552538485488361,WBGene00012255,lpr-6,LiPocalin-Related_protein,181296
N2,1.54664119768773,0.452404893984356,3.41871013831521,6.29187133963657e-4,0.00952465799420444,WBGene00010296,dgat-2,acyl-CoA:DiacylGlycerol_AcylTransferase,180160
N2,1.54459950281649,0.398920193841962,3.87195114877642,1.07967594472431e-4,0.00230159861218768,WBGene00020363,fbxa-3,F-box_A_protein,188289
N2,1.54224669566438,0.242680290549034,6.35505541952022,2.08351491354821e-10,2.67068729827543e-8,WBGene00015046,nlp-34,Neuropeptide-Like_Protein,259618
N2,-1.54119002163361,0.262861718955616,-5.86312083690604,4.54247396536158e-9,3.67493590476383e-7,WBGene00000453,ceh-32,Homeobox_protein_ceh-32,179603
N2,1.54097707670747,0.431147476104058,3.5741298792517,3.51394484715286e-4,0.00583882754905702,WBGene00012257,lpr-4,LiPocalin-Related_protein,181298
N2,1.5383375664372,0.213815245740236,7.19470476069851,6.25960633283851e-13,1.93069732828488e-10,WBGene00000039,acn-1,Inactive_angiotensin-converting_enzyme-related_protein,180780
N2,1.52918343927987,0.432590926831663,3.53494108274475,4.0786608841234e-4,0.00663202354634234,WBGene00012256,lpr-5,LiPocalin-Related_protein,181297
N2,-1.52876464522591,0.522196218115503,-2.92756743957837,0.00341624963192521,0.0351966428675384,WBGene00008838,F15A4.2,?,184511
N2,-1.52302428575386,0.414555653282489,-3.67387170744004,2.38902717345932e-4,0.00429502699490773,WBGene00013721,Y106G6H.9,?,190927
N2,1.51924853320159,0.24131017310801,6.29583292587328,3.05753559087399e-10,3.7664343582929e-8,WBGene00011831,T19B10.2,?,179551
N2,1.51897068741234,0.33331956556734,4.55710028550803,5.18646644298482e-6,1.77744527056459e-4,WBGene00044646,B0205.14,?,4363000
N2,-1.51826435054587,0.149417828681406,-10.1611993959782,2.95419618828286e-24,5.83158327567036e-21,WBGene00006541,tbh-1,Tyramine_beta-hydroxylase,181639
N2,1.51181239795189,0.187612203199106,8.05817730495632,7.74404401954744e-16,5.45955103378095e-13,WBGene00000558,cnc-4,CaeNaCin_(Caenorhabditis_bacteriocin),178635
N2,1.51072294293087,0.267874857948093,5.6396593338506,1.70386923489339e-8,1.16786037141651e-6,WBGene00045416,Y37H2A.14,?,6418795
N2,1.50940731648,0.455156204736689,3.31624022867755,9.12373645035207e-4,0.0126632281029511,WBGene00013013,clec-145,C-type_LECtin,175003
N2,1.50649844829937,0.26813805103154,5.61836875633204,1.92768739104568e-8,1.30316948970006e-6,WBGene00044292,F56D6.8,?,3565007
N2,-1.50275479259837,0.516675036786578,-2.90851054454778,0.00363154929453191,0.036800196649928,WBGene00002246,lag-2,?,178755
N2,1.49630073131488,0.389529454404341,3.84130317847976,1.22382845069955e-4,0.00252175089945816,WBGene00017485,F15E6.4,?,177193
N2,1.49153201937823,0.499747647598765,2.98457036575336,0.00283976877361937,0.0304989312248348,WBGene00004174,abu-14,Activated_in_Blocked_Unfolded_protein_response,174464
N2,-1.49052164153113,0.250405348484121,-5.95243532358355,2.64181547500629e-9,2.41941901794648e-7,WBGene00011229,R11.4,?,181693
N2,1.49014222036441,0.332234980021638,4.48520568263872,7.28436319585957e-6,2.37282721924534e-4,WBGene00021979,Y58A7A.5,?,190383
N2,-1.48923846788338,0.3067640108488,-4.85467139304489,1.20586536486928e-6,5.08627826976915e-5,WBGene00004819,skr-13,SKp1_Related_(ubiquitin_ligase_complex_component),178493
N2,1.48658512956196,0.262297178102141,5.66756051406344,1.44844907007694e-8,1.02115659440425e-6,WBGene00014173,ZK970.7,?,191473
N2,-1.4823249609301,0.339826921984898,-4.36199978586739,1.28878996155188e-5,3.77458662329882e-4,WBGene00000732,col-159,COLlagen,179803
N2,-1.47498551953115,0.514837785644898,-2.8649519531352,0.00417072518584651,0.0407978766940585,WBGene00010646,K08C7.1,?,177953
N2,1.47209330113112,0.380015433243065,3.87377241121031,1.07163495901551e-4,0.00229735899976962,WBGene00044998,M199.9,?,4927032
N2,1.47079419950464,0.472407434338163,3.11340189124078,0.00184943987191284,0.0217309184949759,WBGene00019839,R02F11.1,?,178870
N2,1.46830430408565,0.249687235003644,5.88057416737472,4.08845756979814e-9,3.44318689671351e-7,WBGene00010742,K10D6.2,?,179548
N2,1.46742020592235,0.473779843991608,3.09726178631681,0.00195317304792827,0.0228139857787597,WBGene00010528,K03D3.2,?,186933
N2,1.46485257981051,0.238457437770766,6.14303581177746,8.09590212298761e-10,8.500697229137e-8,WBGene00007682,C18D11.6,?,259533
N2,-1.46330872206196,0.472766784768053,-3.09520205142982,0.00196678865447969,0.0229187768827799,WBGene00019700,btb-11,BTB_(Broad/complex/Tramtrack/Bric_a_brac)_domain_protein,173481
N2,1.46035077639042,0.472800904897585,3.08872246491736,0.00201019129570005,0.0231512113052036,WBGene00077593,C49G7.12,?,6418710
N2,1.45815945271133,0.425746646829487,3.42494641724172,6.14920684675564e-4,0.00939515039899042,WBGene00010953,clec-190,C-type_LECtin,178423
N2,1.45140028149369,0.460138615086696,3.15426750528257,0.00160901525331126,0.0193670494514416,WBGene00009102,F25B3.5,?,184916
N2,-1.4499298632375,0.270007428989472,-5.36996285125933,7.87528630137652e-8,4.65443567632253e-6,WBGene00010808,sepa-1,Suppressor_of_Ectopic_P_granules_in_Autophagy_mutant,173196
N2,-1.44813382494677,0.450393344766683,-3.21526470533649,0.00130324286036115,0.0165547066045876,WBGene00018021,F34D6.1,?,173612
N2,1.4372729121016,0.2515535785278,5.71358563258426,1.10620168099386e-8,8.02809602309517e-7,WBGene00011345,dma-1,?,187968
